bid_price_1,bid_volume_1,ask_price_1,ask_volume_1,product,timestamp
92,0,90,2,COLLINGWOOD_STOCKS,25200
200,1,198,3,CHADS_STOCKS,25200
100,0,96,0,JOHNS_STOCKS,25200
206,0,198,4,CASTLE_STOCKS,25200
142,2,140,2,CUTHS_STOCKS,25200
100,0,98,0,HATFIELD_STOCKS,25300
94,0,90,1,COLLINGWOOD_STOCKS,25300
199,0,197,1,CHADS_STOCKS,25300
98,0,96,1,JOHNS_STOCKS,25300
205,5,199,0,CASTLE_STOCKS,25300
142,0,138,0,CUTHS_STOCKS,25300
101,2,97,2,HATFIELD_STOCKS,25400
93,2,91,0,COLLINGWOOD_STOCKS,25400
202,0,198,1,CHADS_STOCKS,25400
99,0,97,1,JOHNS_STOCKS,25400
206,0,198,0,CASTLE_STOCKS,25400
142,0,138,0,CUTHS_STOCKS,25400
100,3,96,4,HATFIELD_STOCKS,25500
95,2,91,2,COLLINGWOOD_STOCKS,25500
204,2,200,4,CHADS_STOCKS,25500
100,1,98,3,JOHNS_STOCKS,25500
206,4,198,6,CASTLE_STOCKS,25500
142,1,138,0,CUTHS_STOCKS,25500
100,2,96,4,HATFIELD_STOCKS,25600
94,0,90,1,COLLINGWOOD_STOCKS,25600
203,0,201,0,CHADS_STOCKS,25600
101,2,97,3,JOHNS_STOCKS,25600
205,1,199,0,CASTLE_STOCKS,25600
143,0,139,0,CUTHS_STOCKS,25600
100,0,96,0,HATFIELD_STOCKS,25700
94,1,90,2,COLLINGWOOD_STOCKS,25700
204,2,200,1,CHADS_STOCKS,25700
102,0,98,0,JOHNS_STOCKS,25700
205,4,199,2,CASTLE_STOCKS,25700
142,0,140,1,CUTHS_STOCKS,25700
100,0,96,1,HATFIELD_STOCKS,25800
95,1,91,0,COLLINGWOOD_STOCKS,25800
203,3,199,0,CHADS_STOCKS,25800
102,0,98,0,JOHNS_STOCKS,25800
207,3,199,1,CASTLE_STOCKS,25800
143,0,139,1,CUTHS_STOCKS,25800
100,0,96,0,HATFIELD_STOCKS,25900
94,1,90,1,COLLINGWOOD_STOCKS,25900
204,0,200,0,CHADS_STOCKS,25900
105,0,103,0,JOHNS_STOCKS,25900
206,4,200,9,CASTLE_STOCKS,25900
144,1,140,0,CUTHS_STOCKS,25900
100,2,96,1,HATFIELD_STOCKS,26000
94,1,90,0,COLLINGWOOD_STOCKS,26000
204,0,200,0,CHADS_STOCKS,26000
104,3,100,0,JOHNS_STOCKS,26000
207,4,199,1,CASTLE_STOCKS,26000
143,0,139,1,CUTHS_STOCKS,26000
99,1,97,0,HATFIELD_STOCKS,26100
95,0,91,0,COLLINGWOOD_STOCKS,26100
206,1,202,3,CHADS_STOCKS,26100
106,3,102,2,JOHNS_STOCKS,26100
207,0,199,0,CASTLE_STOCKS,26100
143,0,139,1,CUTHS_STOCKS,26100
99,1,97,2,HATFIELD_STOCKS,26200
94,0,90,1,COLLINGWOOD_STOCKS,26200
205,1,203,1,CHADS_STOCKS,26200
105,2,103,1,JOHNS_STOCKS,26200
207,4,199,0,CASTLE_STOCKS,26200
142,2,140,1,CUTHS_STOCKS,26200
100,0,96,0,HATFIELD_STOCKS,26300
94,1,90,2,COLLINGWOOD_STOCKS,26300
207,0,205,0,CHADS_STOCKS,26300
104,0,100,0,JOHNS_STOCKS,26300
207,7,201,7,CASTLE_STOCKS,26300
141,0,139,0,CUTHS_STOCKS,26300
100,0,96,2,HATFIELD_STOCKS,26400
94,1,90,1,COLLINGWOOD_STOCKS,26400
207,0,203,0,CHADS_STOCKS,26400
103,0,99,0,JOHNS_STOCKS,26400
207,0,199,0,CASTLE_STOCKS,26400
141,0,139,0,CUTHS_STOCKS,26400
98,3,96,2,HATFIELD_STOCKS,26500
94,1,90,0,COLLINGWOOD_STOCKS,26500
210,0,206,0,CHADS_STOCKS,26500
105,0,101,1,JOHNS_STOCKS,26500
208,1,200,0,CASTLE_STOCKS,26500
143,0,139,0,CUTHS_STOCKS,26500
98,2,94,0,HATFIELD_STOCKS,26600
93,0,89,0,COLLINGWOOD_STOCKS,26600
208,0,204,0,CHADS_STOCKS,26600
106,2,102,2,JOHNS_STOCKS,26600
207,4,199,4,CASTLE_STOCKS,26600
142,0,140,1,CUTHS_STOCKS,26600
97,1,95,2,HATFIELD_STOCKS,26700
93,0,91,0,COLLINGWOOD_STOCKS,26700
206,0,204,0,CHADS_STOCKS,26700
104,2,100,0,JOHNS_STOCKS,26700
207,0,199,0,CASTLE_STOCKS,26700
144,1,140,1,CUTHS_STOCKS,26700
98,0,96,0,HATFIELD_STOCKS,26800
93,0,91,0,COLLINGWOOD_STOCKS,26800
206,4,204,0,CHADS_STOCKS,26800
105,0,101,0,JOHNS_STOCKS,26800
206,10,198,11,CASTLE_STOCKS,26800
144,0,140,0,CUTHS_STOCKS,26800
99,2,95,2,HATFIELD_STOCKS,26900
94,2,90,1,COLLINGWOOD_STOCKS,26900
206,0,202,0,CHADS_STOCKS,26900
105,0,101,0,JOHNS_STOCKS,26900
206,0,198,1,CASTLE_STOCKS,26900
142,4,140,0,CUTHS_STOCKS,26900
99,0,95,0,HATFIELD_STOCKS,27000
94,3,90,4,COLLINGWOOD_STOCKS,27000
205,0,201,0,CHADS_STOCKS,27000
105,0,101,0,JOHNS_STOCKS,27000
207,0,199,3,CASTLE_STOCKS,27000
144,2,140,4,CUTHS_STOCKS,27000
100,0,96,3,HATFIELD_STOCKS,27100
94,0,92,0,COLLINGWOOD_STOCKS,27100
204,1,200,0,CHADS_STOCKS,27100
104,0,102,1,JOHNS_STOCKS,27100
206,0,198,0,CASTLE_STOCKS,27100
142,0,138,0,CUTHS_STOCKS,27100
100,3,96,2,HATFIELD_STOCKS,27200
97,0,93,0,COLLINGWOOD_STOCKS,27200
203,2,201,3,CHADS_STOCKS,27200
104,0,100,1,JOHNS_STOCKS,27200
206,12,198,2,CASTLE_STOCKS,27200
143,3,139,1,CUTHS_STOCKS,27200
100,0,96,0,HATFIELD_STOCKS,27300
96,0,94,0,COLLINGWOOD_STOCKS,27300
201,0,199,0,CHADS_STOCKS,27300
103,0,99,0,JOHNS_STOCKS,27300
207,2,199,7,CASTLE_STOCKS,27300
142,0,138,0,CUTHS_STOCKS,27300
100,4,96,3,HATFIELD_STOCKS,27400
97,0,93,0,COLLINGWOOD_STOCKS,27400
200,0,198,1,CHADS_STOCKS,27400
103,3,99,3,JOHNS_STOCKS,27400
206,4,200,3,CASTLE_STOCKS,27400
142,2,138,0,CUTHS_STOCKS,27400
99,0,95,2,HATFIELD_STOCKS,27500
95,0,93,0,COLLINGWOOD_STOCKS,27500
201,1,197,1,CHADS_STOCKS,27500
104,4,100,0,JOHNS_STOCKS,27500
207,1,199,0,CASTLE_STOCKS,27500
142,0,138,0,CUTHS_STOCKS,27500
98,1,96,0,HATFIELD_STOCKS,27600
94,0,92,0,COLLINGWOOD_STOCKS,27600
200,2,196,2,CHADS_STOCKS,27600
104,0,100,0,JOHNS_STOCKS,27600
206,0,198,0,CASTLE_STOCKS,27600
141,0,137,0,CUTHS_STOCKS,27600
99,4,95,0,HATFIELD_STOCKS,27700
93,0,91,0,COLLINGWOOD_STOCKS,27700
200,0,196,1,CHADS_STOCKS,27700
103,0,101,0,JOHNS_STOCKS,27700
205,9,199,3,CASTLE_STOCKS,27700
141,0,137,0,CUTHS_STOCKS,27700
99,1,95,1,HATFIELD_STOCKS,27800
94,0,90,2,COLLINGWOOD_STOCKS,27800
198,1,196,2,CHADS_STOCKS,27800
104,0,100,0,JOHNS_STOCKS,27800
206,0,198,4,CASTLE_STOCKS,27800
140,0,136,0,CUTHS_STOCKS,27800
99,0,97,0,HATFIELD_STOCKS,27900
94,1,92,1,COLLINGWOOD_STOCKS,27900
199,2,195,0,CHADS_STOCKS,27900
103,0,101,0,JOHNS_STOCKS,27900
206,0,198,0,CASTLE_STOCKS,27900
140,0,136,0,CUTHS_STOCKS,27900
100,0,96,2,HATFIELD_STOCKS,28000
95,0,91,0,COLLINGWOOD_STOCKS,28000
198,0,196,0,CHADS_STOCKS,28000
104,0,100,0,JOHNS_STOCKS,28000
206,2,198,2,CASTLE_STOCKS,28000
141,0,137,0,CUTHS_STOCKS,28000
100,2,96,3,HATFIELD_STOCKS,28100
95,0,91,0,COLLINGWOOD_STOCKS,28100
199,0,195,0,CHADS_STOCKS,28100
102,3,98,0,JOHNS_STOCKS,28100
207,1,199,0,CASTLE_STOCKS,28100
141,0,137,1,CUTHS_STOCKS,28100
98,1,96,0,HATFIELD_STOCKS,28200
93,0,91,0,COLLINGWOOD_STOCKS,28200
199,0,195,0,CHADS_STOCKS,28200
101,1,97,1,JOHNS_STOCKS,28200
206,5,200,6,CASTLE_STOCKS,28200
140,0,138,0,CUTHS_STOCKS,28200
98,3,96,0,HATFIELD_STOCKS,28300
95,1,91,0,COLLINGWOOD_STOCKS,28300
198,0,194,0,CHADS_STOCKS,28300
100,1,96,1,JOHNS_STOCKS,28300
207,2,199,5,CASTLE_STOCKS,28300
142,1,138,3,CUTHS_STOCKS,28300
98,2,96,3,HATFIELD_STOCKS,28400
95,2,91,1,COLLINGWOOD_STOCKS,28400
199,2,195,0,CHADS_STOCKS,28400
99,0,95,0,JOHNS_STOCKS,28400
207,6,199,0,CASTLE_STOCKS,28400
142,0,138,1,CUTHS_STOCKS,28400
97,0,95,1,HATFIELD_STOCKS,28500
93,0,89,0,COLLINGWOOD_STOCKS,28500
198,2,196,4,CHADS_STOCKS,28500
100,0,96,3,JOHNS_STOCKS,28500
206,1,200,2,CASTLE_STOCKS,28500
142,1,138,1,CUTHS_STOCKS,28500
99,0,95,0,HATFIELD_STOCKS,28600
94,2,90,2,COLLINGWOOD_STOCKS,28600
198,2,196,0,CHADS_STOCKS,28600
100,1,96,0,JOHNS_STOCKS,28600
207,5,199,1,CASTLE_STOCKS,28600
142,2,140,0,CUTHS_STOCKS,28600
97,0,95,1,HATFIELD_STOCKS,28700
92,0,90,0,COLLINGWOOD_STOCKS,28700
198,3,196,0,CHADS_STOCKS,28700
99,0,95,0,JOHNS_STOCKS,28700
206,3,200,12,CASTLE_STOCKS,28700
142,1,140,0,CUTHS_STOCKS,28700
96,3,92,1,HATFIELD_STOCKS,28800
91,0,89,0,COLLINGWOOD_STOCKS,28800
199,2,195,3,CHADS_STOCKS,28800
99,1,95,0,JOHNS_STOCKS,28800
206,0,200,0,CASTLE_STOCKS,28800
142,4,138,2,CUTHS_STOCKS,28800
96,2,92,2,HATFIELD_STOCKS,28900
93,0,89,0,COLLINGWOOD_STOCKS,28900
198,2,196,0,CHADS_STOCKS,28900
99,2,97,3,JOHNS_STOCKS,28900
207,0,199,3,CASTLE_STOCKS,28900
141,0,137,1,CUTHS_STOCKS,28900
97,0,93,0,HATFIELD_STOCKS,29000
93,1,89,0,COLLINGWOOD_STOCKS,29000
201,2,197,0,CHADS_STOCKS,29000
100,0,98,0,JOHNS_STOCKS,29000
208,0,200,8,CASTLE_STOCKS,29000
141,0,137,0,CUTHS_STOCKS,29000
97,1,93,0,HATFIELD_STOCKS,29100
93,2,89,0,COLLINGWOOD_STOCKS,29100
202,2,200,4,CHADS_STOCKS,29100
102,0,98,0,JOHNS_STOCKS,29100
208,4,200,5,CASTLE_STOCKS,29100
141,0,137,0,CUTHS_STOCKS,29100
97,1,93,0,HATFIELD_STOCKS,29200
93,1,89,0,COLLINGWOOD_STOCKS,29200
204,0,200,0,CHADS_STOCKS,29200
103,0,99,0,JOHNS_STOCKS,29200
208,0,200,5,CASTLE_STOCKS,29200
141,0,137,0,CUTHS_STOCKS,29200
99,0,95,1,HATFIELD_STOCKS,29300
95,2,91,3,COLLINGWOOD_STOCKS,29300
204,1,202,0,CHADS_STOCKS,29300
101,1,99,2,JOHNS_STOCKS,29300
207,4,199,1,CASTLE_STOCKS,29300
139,2,137,1,CUTHS_STOCKS,29300
98,0,96,1,HATFIELD_STOCKS,29400
96,2,92,4,COLLINGWOOD_STOCKS,29400
204,1,202,1,CHADS_STOCKS,29400
100,2,98,3,JOHNS_STOCKS,29400
208,1,200,1,CASTLE_STOCKS,29400
141,0,137,2,CUTHS_STOCKS,29400
99,4,95,2,HATFIELD_STOCKS,29500
95,2,91,0,COLLINGWOOD_STOCKS,29500
205,0,201,2,CHADS_STOCKS,29500
101,0,97,2,JOHNS_STOCKS,29500
207,2,199,8,CASTLE_STOCKS,29500
140,1,138,1,CUTHS_STOCKS,29500
98,1,96,0,HATFIELD_STOCKS,29600
94,0,92,0,COLLINGWOOD_STOCKS,29600
203,0,201,1,CHADS_STOCKS,29600
100,0,98,3,JOHNS_STOCKS,29600
207,0,201,0,CASTLE_STOCKS,29600
141,1,137,0,CUTHS_STOCKS,29600
100,1,96,0,HATFIELD_STOCKS,29700
95,0,91,0,COLLINGWOOD_STOCKS,29700
204,0,202,0,CHADS_STOCKS,29700
102,0,98,0,JOHNS_STOCKS,29700
208,0,200,1,CASTLE_STOCKS,29700
141,0,137,2,CUTHS_STOCKS,29700
100,0,96,2,HATFIELD_STOCKS,29800
94,1,92,1,COLLINGWOOD_STOCKS,29800
206,1,202,1,CHADS_STOCKS,29800
103,1,99,0,JOHNS_STOCKS,29800
207,9,201,7,CASTLE_STOCKS,29800
141,0,137,0,CUTHS_STOCKS,29800
100,0,96,0,HATFIELD_STOCKS,29900
94,1,90,1,COLLINGWOOD_STOCKS,29900
208,1,204,1,CHADS_STOCKS,29900
103,0,101,2,JOHNS_STOCKS,29900
208,2,200,3,CASTLE_STOCKS,29900
141,3,139,1,CUTHS_STOCKS,29900
100,0,96,0,HATFIELD_STOCKS,30000
95,0,91,0,COLLINGWOOD_STOCKS,30000
206,0,204,0,CHADS_STOCKS,30000
105,0,101,0,JOHNS_STOCKS,30000
208,11,200,7,CASTLE_STOCKS,30000
140,0,138,0,CUTHS_STOCKS,30000
99,4,97,0,HATFIELD_STOCKS,30100
94,1,92,3,COLLINGWOOD_STOCKS,30100
204,0,202,0,CHADS_STOCKS,30100
106,1,102,4,JOHNS_STOCKS,30100
207,0,199,1,CASTLE_STOCKS,30100
142,1,138,0,CUTHS_STOCKS,30100
101,3,97,1,HATFIELD_STOCKS,30200
95,0,91,0,COLLINGWOOD_STOCKS,30200
207,1,203,2,CHADS_STOCKS,30200
107,1,103,4,JOHNS_STOCKS,30200
207,6,199,3,CASTLE_STOCKS,30200
140,0,136,0,CUTHS_STOCKS,30200
100,1,98,0,HATFIELD_STOCKS,30300
95,0,93,0,COLLINGWOOD_STOCKS,30300
207,0,205,0,CHADS_STOCKS,30300
107,4,103,3,JOHNS_STOCKS,30300
207,1,199,11,CASTLE_STOCKS,30300
140,0,136,0,CUTHS_STOCKS,30300
101,0,97,0,HATFIELD_STOCKS,30400
96,0,92,1,COLLINGWOOD_STOCKS,30400
208,0,204,0,CHADS_STOCKS,30400
105,1,101,4,JOHNS_STOCKS,30400
206,4,198,13,CASTLE_STOCKS,30400
140,1,138,1,CUTHS_STOCKS,30400
100,0,96,0,HATFIELD_STOCKS,30500
94,1,92,3,COLLINGWOOD_STOCKS,30500
209,1,207,3,CHADS_STOCKS,30500
106,0,102,2,JOHNS_STOCKS,30500
206,1,200,2,CASTLE_STOCKS,30500
141,1,137,1,CUTHS_STOCKS,30500
99,2,95,3,HATFIELD_STOCKS,30600
94,3,92,2,COLLINGWOOD_STOCKS,30600
210,3,206,2,CHADS_STOCKS,30600
107,0,103,0,JOHNS_STOCKS,30600
207,0,199,0,CASTLE_STOCKS,30600
141,0,137,2,CUTHS_STOCKS,30600
98,0,94,0,HATFIELD_STOCKS,30700
93,0,89,1,COLLINGWOOD_STOCKS,30700
208,0,206,0,CHADS_STOCKS,30700
104,1,100,0,JOHNS_STOCKS,30700
206,5,198,2,CASTLE_STOCKS,30700
141,0,137,0,CUTHS_STOCKS,30700
97,0,95,0,HATFIELD_STOCKS,30800
93,0,89,0,COLLINGWOOD_STOCKS,30800
211,2,207,0,CHADS_STOCKS,30800
103,0,101,0,JOHNS_STOCKS,30800
205,5,199,2,CASTLE_STOCKS,30800
140,0,136,0,CUTHS_STOCKS,30800
98,1,96,0,HATFIELD_STOCKS,30900
94,0,90,0,COLLINGWOOD_STOCKS,30900
210,0,206,0,CHADS_STOCKS,30900
104,0,102,0,JOHNS_STOCKS,30900
206,1,198,3,CASTLE_STOCKS,30900
141,0,137,1,CUTHS_STOCKS,30900
98,0,94,0,HATFIELD_STOCKS,31000
94,0,90,0,COLLINGWOOD_STOCKS,31000
209,0,205,0,CHADS_STOCKS,31000
101,0,97,0,JOHNS_STOCKS,31000
206,12,198,2,CASTLE_STOCKS,31000
141,0,137,0,CUTHS_STOCKS,31000
98,1,94,2,HATFIELD_STOCKS,31100
92,0,90,0,COLLINGWOOD_STOCKS,31100
208,2,206,2,CHADS_STOCKS,31100
101,3,99,3,JOHNS_STOCKS,31100
206,6,198,6,CASTLE_STOCKS,31100
140,0,138,0,CUTHS_STOCKS,31100
97,1,93,1,HATFIELD_STOCKS,31200
92,0,90,0,COLLINGWOOD_STOCKS,31200
210,0,206,1,CHADS_STOCKS,31200
101,3,97,3,JOHNS_STOCKS,31200
206,3,198,0,CASTLE_STOCKS,31200
141,2,139,2,CUTHS_STOCKS,31200
95,1,93,2,HATFIELD_STOCKS,31300
92,0,88,0,COLLINGWOOD_STOCKS,31300
210,1,206,0,CHADS_STOCKS,31300
101,1,97,0,JOHNS_STOCKS,31300
205,0,199,0,CASTLE_STOCKS,31300
141,1,137,3,CUTHS_STOCKS,31300
94,0,92,1,HATFIELD_STOCKS,31400
92,3,88,1,COLLINGWOOD_STOCKS,31400
209,0,207,0,CHADS_STOCKS,31400
99,0,97,0,JOHNS_STOCKS,31400
205,1,197,2,CASTLE_STOCKS,31400
141,0,137,0,CUTHS_STOCKS,31400
96,2,92,0,HATFIELD_STOCKS,31500
92,0,88,1,COLLINGWOOD_STOCKS,31500
210,2,208,2,CHADS_STOCKS,31500
98,0,94,0,JOHNS_STOCKS,31500
205,5,197,4,CASTLE_STOCKS,31500
142,0,138,0,CUTHS_STOCKS,31500
96,0,92,0,HATFIELD_STOCKS,31600
92,0,88,0,COLLINGWOOD_STOCKS,31600
210,3,208,0,CHADS_STOCKS,31600
99,1,95,1,JOHNS_STOCKS,31600
204,1,198,2,CASTLE_STOCKS,31600
141,0,139,0,CUTHS_STOCKS,31600
94,1,90,1,HATFIELD_STOCKS,31700
89,0,87,0,COLLINGWOOD_STOCKS,31700
210,0,206,0,CHADS_STOCKS,31700
99,0,95,0,JOHNS_STOCKS,31700
205,1,197,4,CASTLE_STOCKS,31700
142,1,138,0,CUTHS_STOCKS,31700
93,0,89,0,HATFIELD_STOCKS,31800
89,0,85,0,COLLINGWOOD_STOCKS,31800
208,1,204,0,CHADS_STOCKS,31800
100,0,96,0,JOHNS_STOCKS,31800
205,0,197,1,CASTLE_STOCKS,31800
142,0,140,0,CUTHS_STOCKS,31800
92,0,88,0,HATFIELD_STOCKS,31900
89,2,85,1,COLLINGWOOD_STOCKS,31900
210,0,206,0,CHADS_STOCKS,31900
100,0,98,0,JOHNS_STOCKS,31900
205,1,197,0,CASTLE_STOCKS,31900
142,0,138,0,CUTHS_STOCKS,31900
90,0,88,0,HATFIELD_STOCKS,32000
88,0,84,0,COLLINGWOOD_STOCKS,32000
210,3,206,0,CHADS_STOCKS,32000
99,2,97,0,JOHNS_STOCKS,32000
204,5,198,6,CASTLE_STOCKS,32000
141,3,137,2,CUTHS_STOCKS,32000
92,3,88,0,HATFIELD_STOCKS,32100
89,3,85,1,COLLINGWOOD_STOCKS,32100
209,0,205,0,CHADS_STOCKS,32100
98,2,96,0,JOHNS_STOCKS,32100
205,3,197,2,CASTLE_STOCKS,32100
140,2,138,0,CUTHS_STOCKS,32100
93,0,89,2,HATFIELD_STOCKS,32200
89,1,85,4,COLLINGWOOD_STOCKS,32200
208,3,206,0,CHADS_STOCKS,32200
100,1,96,3,JOHNS_STOCKS,32200
204,0,196,0,CASTLE_STOCKS,32200
139,2,135,2,CUTHS_STOCKS,32200
94,0,90,0,HATFIELD_STOCKS,32300
89,0,85,0,COLLINGWOOD_STOCKS,32300
208,0,204,0,CHADS_STOCKS,32300
99,3,95,0,JOHNS_STOCKS,32300
204,1,196,9,CASTLE_STOCKS,32300
139,0,135,1,CUTHS_STOCKS,32300
94,2,90,2,HATFIELD_STOCKS,32400
90,0,86,0,COLLINGWOOD_STOCKS,32400
207,0,203,0,CHADS_STOCKS,32400
100,0,96,0,JOHNS_STOCKS,32400
205,0,197,4,CASTLE_STOCKS,32400
139,0,137,1,CUTHS_STOCKS,32400
94,0,90,3,HATFIELD_STOCKS,32500
90,1,86,2,COLLINGWOOD_STOCKS,32500
209,0,205,0,CHADS_STOCKS,32500
99,2,97,0,JOHNS_STOCKS,32500
205,0,197,2,CASTLE_STOCKS,32500
139,1,135,2,CUTHS_STOCKS,32500
93,2,89,0,HATFIELD_STOCKS,32600
90,2,86,0,COLLINGWOOD_STOCKS,32600
209,3,205,1,CHADS_STOCKS,32600
100,1,96,0,JOHNS_STOCKS,32600
204,0,198,0,CASTLE_STOCKS,32600
139,0,137,2,CUTHS_STOCKS,32600
93,1,91,0,HATFIELD_STOCKS,32700
88,0,86,0,COLLINGWOOD_STOCKS,32700
210,3,206,0,CHADS_STOCKS,32700
99,1,95,1,JOHNS_STOCKS,32700
205,3,197,8,CASTLE_STOCKS,32700
138,0,136,0,CUTHS_STOCKS,32700
93,2,89,3,HATFIELD_STOCKS,32800
88,1,84,1,COLLINGWOOD_STOCKS,32800
210,0,206,0,CHADS_STOCKS,32800
101,0,97,1,JOHNS_STOCKS,32800
204,1,198,1,CASTLE_STOCKS,32800
138,2,136,2,CUTHS_STOCKS,32800
93,3,89,0,HATFIELD_STOCKS,32900
88,0,84,0,COLLINGWOOD_STOCKS,32900
212,0,208,0,CHADS_STOCKS,32900
101,0,99,0,JOHNS_STOCKS,32900
205,12,197,4,CASTLE_STOCKS,32900
138,0,136,0,CUTHS_STOCKS,32900
93,0,89,0,HATFIELD_STOCKS,33000
87,1,85,3,COLLINGWOOD_STOCKS,33000
212,0,208,0,CHADS_STOCKS,33000
101,2,99,0,JOHNS_STOCKS,33000
204,1,198,4,CASTLE_STOCKS,33000
139,0,135,2,CUTHS_STOCKS,33000
92,0,90,0,HATFIELD_STOCKS,33100
88,0,84,0,COLLINGWOOD_STOCKS,33100
214,0,210,0,CHADS_STOCKS,33100
103,2,99,0,JOHNS_STOCKS,33100
204,1,198,1,CASTLE_STOCKS,33100
136,0,134,0,CUTHS_STOCKS,33100
94,4,90,3,HATFIELD_STOCKS,33200
87,2,85,0,COLLINGWOOD_STOCKS,33200
212,0,208,0,CHADS_STOCKS,33200
105,1,101,0,JOHNS_STOCKS,33200
205,1,197,3,CASTLE_STOCKS,33200
139,1,135,0,CUTHS_STOCKS,33200
94,0,90,2,HATFIELD_STOCKS,33300
88,0,86,0,COLLINGWOOD_STOCKS,33300
212,1,208,2,CHADS_STOCKS,33300
105,3,103,2,JOHNS_STOCKS,33300
205,2,197,4,CASTLE_STOCKS,33300
140,0,136,0,CUTHS_STOCKS,33300
95,0,91,0,HATFIELD_STOCKS,33400
89,0,85,0,COLLINGWOOD_STOCKS,33400
211,3,207,0,CHADS_STOCKS,33400
104,0,100,1,JOHNS_STOCKS,33400
205,1,197,1,CASTLE_STOCKS,33400
140,0,136,0,CUTHS_STOCKS,33400
95,0,91,1,HATFIELD_STOCKS,33500
88,0,84,0,COLLINGWOOD_STOCKS,33500
210,3,206,1,CHADS_STOCKS,33500
102,0,100,0,JOHNS_STOCKS,33500
205,2,197,4,CASTLE_STOCKS,33500
138,2,136,2,CUTHS_STOCKS,33500
95,0,91,0,HATFIELD_STOCKS,33600
88,1,86,4,COLLINGWOOD_STOCKS,33600
207,0,205,2,CHADS_STOCKS,33600
105,4,101,1,JOHNS_STOCKS,33600
205,3,197,2,CASTLE_STOCKS,33600
138,2,136,0,CUTHS_STOCKS,33600
96,1,92,1,HATFIELD_STOCKS,33700
90,0,86,0,COLLINGWOOD_STOCKS,33700
209,4,205,3,CHADS_STOCKS,33700
105,3,103,2,JOHNS_STOCKS,33700
205,3,197,1,CASTLE_STOCKS,33700
138,0,134,3,CUTHS_STOCKS,33700
95,2,91,0,HATFIELD_STOCKS,33800
89,0,85,0,COLLINGWOOD_STOCKS,33800
210,0,206,0,CHADS_STOCKS,33800
105,1,103,1,JOHNS_STOCKS,33800
205,5,197,4,CASTLE_STOCKS,33800
137,0,135,0,CUTHS_STOCKS,33800
93,0,91,0,HATFIELD_STOCKS,33900
87,1,85,2,COLLINGWOOD_STOCKS,33900
212,0,210,3,CHADS_STOCKS,33900
107,1,103,0,JOHNS_STOCKS,33900
206,9,198,6,CASTLE_STOCKS,33900
138,2,136,2,CUTHS_STOCKS,33900
93,1,89,1,HATFIELD_STOCKS,34000
88,0,84,2,COLLINGWOOD_STOCKS,34000
210,1,206,0,CHADS_STOCKS,34000
105,0,101,0,JOHNS_STOCKS,34000
205,1,197,1,CASTLE_STOCKS,34000
139,0,135,0,CUTHS_STOCKS,34000
93,2,89,4,HATFIELD_STOCKS,34100
87,0,83,0,COLLINGWOOD_STOCKS,34100
209,0,207,2,CHADS_STOCKS,34100
104,1,102,1,JOHNS_STOCKS,34100
205,0,197,0,CASTLE_STOCKS,34100
138,0,136,1,CUTHS_STOCKS,34100
93,0,89,0,HATFIELD_STOCKS,34200
87,0,83,0,COLLINGWOOD_STOCKS,34200
209,0,207,3,CHADS_STOCKS,34200
105,0,101,1,JOHNS_STOCKS,34200
204,4,198,3,CASTLE_STOCKS,34200
139,3,135,3,CUTHS_STOCKS,34200
91,4,89,2,HATFIELD_STOCKS,34300
86,0,82,0,COLLINGWOOD_STOCKS,34300
210,0,206,1,CHADS_STOCKS,34300
104,0,100,0,JOHNS_STOCKS,34300
204,0,198,4,CASTLE_STOCKS,34300
139,2,135,0,CUTHS_STOCKS,34300
92,0,90,0,HATFIELD_STOCKS,34400
85,0,83,0,COLLINGWOOD_STOCKS,34400
210,0,206,1,CHADS_STOCKS,34400
105,2,101,0,JOHNS_STOCKS,34400
205,0,197,4,CASTLE_STOCKS,34400
138,0,136,0,CUTHS_STOCKS,34400
91,0,89,1,HATFIELD_STOCKS,34500
85,1,83,0,COLLINGWOOD_STOCKS,34500
210,0,206,0,CHADS_STOCKS,34500
106,0,102,0,JOHNS_STOCKS,34500
205,0,197,0,CASTLE_STOCKS,34500
139,0,135,0,CUTHS_STOCKS,34500
91,2,89,0,HATFIELD_STOCKS,34600
86,3,82,3,COLLINGWOOD_STOCKS,34600
209,1,205,0,CHADS_STOCKS,34600
106,0,102,0,JOHNS_STOCKS,34600
205,3,197,1,CASTLE_STOCKS,34600
138,0,136,1,CUTHS_STOCKS,34600
91,0,87,0,HATFIELD_STOCKS,34700
85,0,81,0,COLLINGWOOD_STOCKS,34700
211,1,207,1,CHADS_STOCKS,34700
106,0,104,0,JOHNS_STOCKS,34700
205,8,197,6,CASTLE_STOCKS,34700
137,0,135,2,CUTHS_STOCKS,34700
90,0,88,0,HATFIELD_STOCKS,34800
85,0,81,3,COLLINGWOOD_STOCKS,34800
209,1,207,2,CHADS_STOCKS,34800
104,4,102,4,JOHNS_STOCKS,34800
204,0,198,1,CASTLE_STOCKS,34800
137,3,133,0,CUTHS_STOCKS,34800
91,0,89,1,HATFIELD_STOCKS,34900
86,3,82,4,COLLINGWOOD_STOCKS,34900
209,1,205,0,CHADS_STOCKS,34900
103,1,99,1,JOHNS_STOCKS,34900
205,0,197,0,CASTLE_STOCKS,34900
136,0,134,0,CUTHS_STOCKS,34900
91,0,89,0,HATFIELD_STOCKS,35000
87,1,83,0,COLLINGWOOD_STOCKS,35000
